Facility ID,State,Hospital Type,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating
50108,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50110,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
50112,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50113,CA,Acute Care,Government - Local,Government , Local,Not Available
50115,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
50116,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50118,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,1
50121,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
50122,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
50124,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50125,CA,Acute Care,Government - Federal,Government , Federal,3
50126,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,2
50127,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
50128,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
50129,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50131,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
50132,CA,Acute Care,Proprietary,Proprietary,,4
50133,CA,Acute Care,Government - Federal,Government , Federal,2
50135,CA,Acute Care,Proprietary,Proprietary,,3
50136,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
50137,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50138,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
50139,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
50140,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50145,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50149,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
50150,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
50152,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50158,CA,Acute Care,Proprietary,Proprietary,,4
50159,CA,Acute Care,Government - Local,Government , Local,2
05015F,CA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
50167,CA,Acute Care,Government - Local,Government , Local,1
50168,CA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
50169,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50174,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50179,CA,Acute Care,Proprietary,Proprietary,,1
50180,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
50191,CA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,3
50192,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
50194,CA,Acute Care,Proprietary,Proprietary,,1
50195,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
50197,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50204,CA,Acute Care,Proprietary,Proprietary,,2
05020F,CA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
50211,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
50222,CA,Acute Care,Proprietary,Proprietary,,4
50224,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50226,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50228,CA,Acute Care,Government - Local,Government , Local,2
05022F,CA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
50230,CA,Acute Care,Proprietary,Proprietary,,3
50231,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50232,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50234,CA,Acute Care,Proprietary,Proprietary,,4
50235,CA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
50236,CA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,3
50238,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50239,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50242,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50243,CA,Acute Care,Proprietary,Proprietary,,2
50245,CA,Acute Care,Government - Local,Government , Local,3
50248,CA,Acute Care,Government - Local,Government , Local,3
50254,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50257,CA,Acute Care,Proprietary,Proprietary,,Not Available
05025F,CA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
50261,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
50262,CA,Acute Care,Government - State,Government , State,5
50272,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50276,CA,Acute Care,Government - Local,Government , Local,4
50278,CA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,5
50279,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
05027F,CA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,2
50280,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
50281,CA,Acute Care,Proprietary,Proprietary,,4
50283,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50289,CA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,1
50290,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50291,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
50292,CA,Acute Care,Government - Local,Government , Local,3
50295,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
50298,CA,Acute Care,Proprietary,Proprietary,,2
50300,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
50301,CA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,3
50305,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50308,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,5
50309,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
05030F,CA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
50313,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50315,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
05031F,CA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
50320,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,1
50324,CA,Acute Care,Physician,Physician,,5
50327,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50329,CA,Acute Care,Proprietary,Proprietary,,3
50334,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
50335,CA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
50336,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
50342,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
50348,CA,Acute Care,Government - Local,Government , Local,3
50350,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50351,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
50352,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50353,CA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
50357,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
50360,CA,Acute Care,Government - Local,Government , Local,5
50367,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50373,CA,Acute Care,Government - Local,Government , Local,1
50376,CA,Acute Care,Government - Local,Government , Local,2
50378,CA,Acute Care,Proprietary,Proprietary,,1
50380,CA,Acute Care,Proprietary,Proprietary,,3
50382,CA,Acute Care,Proprietary,Proprietary,,2
50390,CA,Acute Care,Physician,Physician,,1
50393,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50394,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50396,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
05039F,CA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
50407,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50411,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
50414,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50417,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
05041F,CA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
50423,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
50424,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
50425,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50426,CA,Acute Care,Proprietary,Proprietary,,4
50438,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
50441,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50444,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50454,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
50455,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50457,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50464,CA,Acute Care,Proprietary,Proprietary,,1
50468,CA,Acute Care,Proprietary,Proprietary,,2
50471,CA,Acute Care,Proprietary,Proprietary,,3
50481,CA,Acute Care,Proprietary,Proprietary,,2
50485,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
50488,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
50492,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
50496,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50498,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50503,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50506,CA,Acute Care,Proprietary,Proprietary,,2
50510,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50512,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50515,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50516,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50517,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
50523,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50526,CA,Acute Care,Proprietary,Proprietary,,2
50528,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
50534,CA,Acute Care,Proprietary,Proprietary,,2
50537,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50541,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50543,CA,Acute Care,Proprietary,Proprietary,,Not Available
50546,CA,Acute Care,Government - State,Government , State,Not Available
50549,CA,Acute Care,Proprietary,Proprietary,,4
50551,CA,Acute Care,Proprietary,Proprietary,,1
50557,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
50561,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50567,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50568,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,2
50570,CA,Acute Care,Proprietary,Proprietary,,2
50573,CA,Acute Care,Proprietary,Proprietary,,5
50580,CA,Acute Care,Proprietary,Proprietary,,3
50581,CA,Acute Care,Proprietary,Proprietary,,3
50586,CA,Acute Care,Proprietary,Proprietary,,Not Available
50588,CA,Acute Care,Proprietary,Proprietary,,2
50589,CA,Acute Care,Proprietary,Proprietary,,2
50590,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50597,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50599,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
50603,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50604,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
50608,CA,Acute Care,Proprietary,Proprietary,,2
50609,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50624,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
50625,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
50633,CA,Acute Care,Proprietary,Proprietary,,2
50636,CA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
50641,CA,Acute Care,Proprietary,Proprietary,,Not Available
50663,CA,Acute Care,Proprietary,Proprietary,,4
50668,CA,Acute Care,Government - Local,Government , Local,Not Available
50674,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50677,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
50678,CA,Acute Care,Proprietary,Proprietary,,3
50684,CA,Acute Care,Physician,Physician,,3
50686,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
50689,CA,Acute Care,Proprietary,Proprietary,,3
50690,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
50696,CA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
50697,CA,Acute Care,Proprietary,Proprietary,,Not Available
50701,CA,Acute Care,Proprietary,Proprietary,,2
50704,CA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
50708,CA,Acute Care,Proprietary,Proprietary,,Not Available
